[2026-09-01 09:56:25,310] [WARNING] [MainProcess] [2676554] [warnings.py:110]  /data/miniconda3/envs/jisihuai/lib/python3.11/site-packages/click/decorators.py:34: SmallSampleWarning: One or more sample arguments is too small; all returned values will be NaN. See documentation for sample size requirements.
  return f(get_current_context(), *args, **kwargs)

[2026-09-01 09:57:13,318] [WARNING] [MainProcess] [2676554] [decorators.py:34]  [951.847, 980.256, 952.0255, 952.8435, 956.4469999999999, 948.3309999999999, 958.0985000000001, 957.1685, 954.8815000000001, 1027.465, 969.241, 967.3985, 962.7094999999999, 967.6290000000001, 987.04, 966.9665000000001, 963.193, 963.323, 970.7265, 968.765, 973.3975, 983.1809999999999, 989.0125, 986.8610000000001, 1236.544, 1006.4834999999999, 1039.4705, 995.5870000000001, 990.177, 990.908, 1000.8475000000001, 983.8205, 978.8865, 977.585, 985.8875, 985.6290000000001, 982.9475, 976.1719999999999, 984.1395, 984.073, 980.5219999999999, 989.8405, 970.249, 978.9014999999999, 971.8979999999999, 983.3675, 978.1385, 978.941, 973.0985000000001, 992.4955]
[2026-09-01 09:57:14,971] [WARNING] [MainProcess] [2676554] [decorators.py:34]  std exception 2.141814
[2026-09-01 09:57:14,971] [WARNING] [MainProcess] [2676554] [decorators.py:34]  [951.8785, 952.2905000000001, 949.2850000000001, 948.7864999999999, 949.3215, 943.7594999999999, 1097.2495000000001, 993.6600000000001, 984.5, 993.726, 969.5045, 968.9295, 981.318, 979.5020000000001, 1019.4125, 989.515, 1002.6004999999999, 993.0, 1001.509, 996.2895000000001, 1008.8315, 994.3515, 993.484, 989.61, 1037.9379999999999, 973.9639999999999, 984.644, 977.9285, 984.0, 991.6595, 988.2375, 987.164, 988.0355, 983.4934999999999, 981.768, 974.118, 994.22, 985.8950000000001, 987.6030000000001, 986.528, 993.309, 978.348, 974.301, 983.289, 979.0120000000001, 982.009, 989.3295, 976.3174999999999, 980.1905, 988.899]
[2026-09-01 09:57:14,972] [WARNING] [MainProcess] [2676554] [decorators.py:34]  std exception 2.274213
[2026-09-01 09:57:14,973] [WARNING] [MainProcess] [2676554] [decorators.py:34]  [951.8785, 952.2905000000001, 949.2850000000001, 948.7864999999999, 949.3215, 943.7594999999999, 1097.2495000000001, 993.6600000000001, 984.5, 993.726, 969.5045, 968.9295, 981.318, 979.5020000000001, 1019.4125, 989.515, 1002.6004999999999, 993.0, 1001.509, 996.2895000000001, 1008.8315, 994.3515, 993.484, 989.61, 1037.9379999999999, 973.9639999999999, 984.644, 977.9285, 984.0, 991.6595, 988.2375, 987.164, 988.0355, 983.4934999999999, 981.768, 974.118, 994.22, 985.8950000000001, 987.6030000000001, 986.528, 993.309, 978.348, 974.301, 983.289, 979.0120000000001, 982.009, 989.3295, 976.3174999999999, 980.1905, 988.899]
[2026-09-01 09:57:14,974] [WARNING] [MainProcess] [2676554] [decorators.py:34]  std exception 3.344348
[2026-09-01 09:57:14,974] [WARNING] [MainProcess] [2676554] [decorators.py:34]  [951.8785, 952.2905000000001, 949.2850000000001, 948.7864999999999, 949.3215, 943.7594999999999, 1097.2495000000001, 993.6600000000001, 984.5, 993.726, 969.5045, 968.9295, 981.318, 979.5020000000001, 1019.4125, 989.515, 1002.6004999999999, 993.0, 1001.509, 996.2895000000001, 1008.8315, 994.3515, 993.484, 989.61, 1037.9379999999999, 973.9639999999999, 984.644, 977.9285, 984.0, 991.6595, 988.2375, 987.164, 988.0355, 983.4934999999999, 981.768, 974.118, 994.22, 985.8950000000001, 987.6030000000001, 986.528, 993.309, 978.348, 974.301, 983.289, 979.0120000000001, 982.009, 989.3295, 976.3174999999999, 980.1905, 988.899]
[2026-09-01 09:57:14,975] [WARNING] [MainProcess] [2676554] [decorators.py:34]  std exception 3.344348
[2026-09-01 09:57:14,976] [WARNING] [MainProcess] [2676554] [decorators.py:34]  [951.8785, 952.2905000000001, 949.2850000000001, 948.7864999999999, 949.3215, 943.7594999999999, 1097.2495000000001, 993.6600000000001, 984.5, 993.726, 969.5045, 968.9295, 981.318, 979.5020000000001, 1019.4125, 989.515, 1002.6004999999999, 993.0, 1001.509, 996.2895000000001, 1008.8315, 994.3515, 993.484, 989.61, 1037.9379999999999, 973.9639999999999, 984.644, 977.9285, 984.0, 991.6595, 988.2375, 987.164, 988.0355, 983.4934999999999, 981.768, 974.118, 994.22, 985.8950000000001, 987.6030000000001, 986.528, 993.309, 978.348, 974.301, 983.289, 979.0120000000001, 982.009, 989.3295, 976.3174999999999, 980.1905, 988.899]
[2026-09-01 09:57:23,284] [WARNING] [MainProcess] [2676554] [decorators.py:34]  std exception 6.459839
